id,seed,target,model,rmse,r2,custom_str
581,b'\xf3\x04\x01\x00',Fluency,WeightedEnsemble_L2,0.09606241061233975,0.8193243868783157,
582,b'\xf3\x04\x01\x00',Fluency,LinearModel,0.09717685486978261,0.8151079431913026,
583,b'\xf3\x04\x01\x00',Fluency,CatBoost,0.10220469353010231,0.7954807194538125,
584,b'\xf3\x04\x01\x00',Fluency,LightGBM,0.10312636227430327,0.7917754305499627,
585,b'\xf3\x04\x01\x00',Originality,WeightedEnsemble_L2,0.16121022252185263,0.4650745151282145,
586,b'\xf3\x04\x01\x00',Originality,LinearModel,0.161226050472693,0.4649694698055544,
587,b'\xf3\x04\x01\x00',Originality,CatBoost,0.16796461677835572,0.41931081056064845,
588,b'\xf3\x04\x01\x00',Originality,LightGBM,0.17572177593070643,0.36443598233077146,
589,b'\xf3\x04\x01\x00',Flexibility,LinearModel,0.1190637160560651,0.7079004659494569,
590,b'\xf3\x04\x01\x00',Flexibility,WeightedEnsemble_L2,0.11932754823745353,0.7066045104073289,
591,b'\xf3\x04\x01\x00',Flexibility,LightGBM,0.12655640492223605,0.6699800023713054,
592,b'\xf3\x04\x01\x00',Flexibility,CatBoost,0.12682200895362827,0.6685933223008865,
593,b'?{\x00\x00',Total Score,WeightedEnsemble_L2,0.09816029310882429,0.7158566814043723,
594,b'?{\x00\x00',Total Score,LinearModel,0.0996248785668729,0.7073143935571677,
595,b'?{\x00\x00',Total Score,LightGBM,0.10082879081419946,0.7001977600929656,
596,b'?{\x00\x00',Total Score,CatBoost,0.10267699993036268,0.6891061745007416,
597,b'?{\x00\x00',Fluency,WeightedEnsemble_L2,0.0901049599465673,0.7959108057968562,
598,b'?{\x00\x00',Fluency,LightGBM,0.09271721543692922,0.7839056683135429,
599,b'?{\x00\x00',Fluency,LinearModel,0.09400216779876865,0.7778745333626902,
600,b'?{\x00\x00',Fluency,CatBoost,0.09413199244232724,0.7772605629920625,
601,b'?{\x00\x00',Originality,WeightedEnsemble_L2,0.17568034735481827,0.3542338133230982,
602,b'?{\x00\x00',Originality,CatBoost,0.1769121380791985,0.34514642849544497,
603,b'?{\x00\x00',Originality,LinearModel,0.17754781513933204,0.3404319609210301,
604,b'?{\x00\x00',Originality,LightGBM,0.17922143314893904,0.32793878970412027,
605,b'?{\x00\x00',Flexibility,LinearModel,0.11325816321673744,0.6818120045499068,
606,b'?{\x00\x00',Flexibility,WeightedEnsemble_L2,0.11332469686737885,0.6814380548661211,
607,b'?{\x00\x00',Flexibility,CatBoost,0.11760268585009796,0.6569327642352379,
608,b'?{\x00\x00',Flexibility,LightGBM,0.1230670779242008,0.6243109472555151,
609,"b'\x82,\x00\x00'",Total Score,WeightedEnsemble_L2,0.10628044478613353,0.7171959152076172,
610,"b'\x82,\x00\x00'",Total Score,CatBoost,0.10739648180901372,0.7112253536293469,
611,"b'\x82,\x00\x00'",Total Score,LightGBM,0.10786997264458435,0.7086734346200346,
612,"b'\x82,\x00\x00'",Total Score,LinearModel,0.10788860924351507,0.7085727614626299,
613,"b'\x82,\x00\x00'",Fluency,WeightedEnsemble_L2,0.0962418202901699,0.7942767571732208,
614,"b'\x82,\x00\x00'",Fluency,CatBoost,0.09729618823401612,0.7897445039565115,
615,"b'\x82,\x00\x00'",Fluency,LinearModel,0.10238946030464996,0.7671553776709951,
616,"b'\x82,\x00\x00'",Fluency,LightGBM,0.10250113494946797,0.7666471804234943,
617,"b'\x82,\x00\x00'",Originality,WeightedEnsemble_L2,0.1759950742057761,0.4174231925634705,
618,"b'\x82,\x00\x00'",Originality,LinearModel,0.17618844467270636,0.4161423040239426,
619,"b'\x82,\x00\x00'",Originality,CatBoost,0.17993373805205928,0.39105597956545957,
620,"b'\x82,\x00\x00'",Originality,LightGBM,0.1833822605483241,0.3674908543695472,
621,"b'\x82,\x00\x00'",Flexibility,WeightedEnsemble_L2,0.12930154292900525,0.6567406304614614,
622,"b'\x82,\x00\x00'",Flexibility,LinearModel,0.1298052722126111,0.6540609005692373,
623,"b'\x82,\x00\x00'",Flexibility,CatBoost,0.13184736475509184,0.643090675918017,
624,"b'\x82,\x00\x00'",Flexibility,LightGBM,0.1329106938757764,0.6373106221066169,
625,b'\xe4\r\x01\x00',Total Score,LinearModel,0.10309878664766073,0.7494939340069116,
626,b'\xe4\r\x01\x00',Total Score,WeightedEnsemble_L2,0.10591080001492675,0.735642500370188,
627,b'\xe4\r\x01\x00',Total Score,CatBoost,0.11235170991574177,0.7025112743264321,
628,b'\xe4\r\x01\x00',Total Score,LightGBM,0.11411491240015964,0.6931006696402482,
629,b'\xe4\r\x01\x00',Fluency,WeightedEnsemble_L2,0.08927975017538975,0.8313869945760066,
630,b'\xe4\r\x01\x00',Fluency,LinearModel,0.08967995367485239,0.8298719644418944,
631,b'\xe4\r\x01\x00',Fluency,CatBoost,0.09080672411209355,0.8255700107437063,
632,b'\xe4\r\x01\x00',Fluency,LightGBM,0.09262500800421314,0.8185146163563435,
633,b'\xe4\r\x01\x00',Originality,LinearModel,0.17554843936889492,0.43969949481930415,
634,b'\xe4\r\x01\x00',Originality,WeightedEnsemble_L2,0.17814099197345418,0.4230279160682783,
635,b'\xe4\r\x01\x00',Originality,CatBoost,0.18201890686490219,0.39763452522100606,
636,b'\xe4\r\x01\x00',Originality,LightGBM,0.18789413258712379,0.35812050068035306,
637,b'\xe4\r\x01\x00',Flexibility,LinearModel,0.11462948315626446,0.7200643138752421,
638,b'\xe4\r\x01\x00',Flexibility,WeightedEnsemble_L2,0.1166387714828603,0.7101645717682532,
639,b'\xe4\r\x01\x00',Flexibility,LightGBM,0.12480677551833122,0.6681499226469088,
640,b'\xe4\r\x01\x00',Flexibility,CatBoost,0.1250707610060248,0.6667446102881494,
641,b'2\x0f\x00\x00',Total Score,WeightedEnsemble_L2,0.10270560312645148,0.7287726090669575,
642,b'2\x0f\x00\x00',Total Score,LinearModel,0.10428380887041484,0.7203730396760284,
643,b'2\x0f\x00\x00',Total Score,CatBoost,0.10468335896642472,0.7182262249393758,
644,b'2\x0f\x00\x00',Total Score,LightGBM,0.10722993026536615,0.7043503842725389,
645,b'2\x0f\x00\x00',Fluency,WeightedEnsemble_L2,0.09769548021337994,0.7979155225543817,
646,b'2\x0f\x00\x00',Fluency,LinearModel,0.09789084761818907,0.7971064739518321,
647,b'2\x0f\x00\x00',Fluency,CatBoost,0.09802245199812473,0.7965605674407453,
648,b'2\x0f\x00\x00',Fluency,LightGBM,0.10024751907088178,0.7872197676858942,
649,b'2\x0f\x00\x00',Originality,WeightedEnsemble_L2,0.17601650869704566,0.38701236432586616,
650,b'2\x0f\x00\x00',Originality,CatBoost,0.1767283178876419,0.3820445065514425,
651,b'2\x0f\x00\x00',Originality,LinearModel,0.17787309649427696,0.3740128176533195,
652,b'2\x0f\x00\x00',Originality,LightGBM,0.1788878501723843,0.366850017215425,
653,b'2\x0f\x00\x00',Flexibility,LinearModel,0.12170363289968622,0.6587176644602855,
654,b'2\x0f\x00\x00',Flexibility,WeightedEnsemble_L2,0.12410677182383392,0.6451067951070731,
655,b'2\x0f\x00\x00',Flexibility,CatBoost,0.1253975631515932,0.637686163699668,
656,b'2\x0f\x00\x00',Flexibility,LightGBM,0.12827541494000866,0.6208652587479866,
657,b'\x86\xa2\x00\x00',Total Score,LinearModel,0.11037379503320367,0.6827834873467193,
658,b'\x86\xa2\x00\x00',Total Score,WeightedEnsemble_L2,0.11131853743567888,0.677329829137703,
659,b'\x86\xa2\x00\x00',Total Score,LightGBM,0.11270583431236011,0.6692372209841458,
660,b'\x86\xa2\x00\x00',Total Score,CatBoost,0.1172702388894323,0.6419040119902182,
661,b'\x86\xa2\x00\x00',Fluency,WeightedEnsemble_L2,0.08988412478112692,0.8048097735060907,
662,b'\x86\xa2\x00\x00',Fluency,LightGBM,0.09407383091916224,0.7861891500571025,
663,b'\x86\xa2\x00\x00',Fluency,LinearModel,0.0945292196354159,0.7841141263716235,
664,b'\x86\xa2\x00\x00',Fluency,CatBoost,0.09478225190270116,0.7829568291290028,
665,b'\x86\xa2\x00\x00',Originality,LinearModel,0.18181231353483976,0.34253435951100264,
666,b'\x86\xa2\x00\x00',Originality,CatBoost,0.1885150220686573,0.2931644217116991,
667,b'\x86\xa2\x00\x00',Originality,WeightedEnsemble_L2,0.18931052194943582,0.2871863941893228,
668,b'\x86\xa2\x00\x00',Originality,LightGBM,0.19012199421868187,0.2810624009322299,
669,b'\x86\xa2\x00\x00',Flexibility,LinearModel,0.12921739840105984,0.6439008655274316,
670,b'\x86\xa2\x00\x00',Flexibility,WeightedEnsemble_L2,0.1312371736598777,0.6326816119055836,
671,b'\x86\xa2\x00\x00',Flexibility,LightGBM,0.13384759906343036,0.6179236970408257,
672,b'\x86\xa2\x00\x00',Flexibility,CatBoost,0.13641252312044136,0.6031399197358985,
673,b'\x14x\x01\x00',Total Score,LinearModel,0.10619485409091839,0.7168815377082371,
674,b'\x14x\x01\x00',Total Score,WeightedEnsemble_L2,0.11126710491649992,0.6891901153728028,
675,b'\x14x\x01\x00',Total Score,CatBoost,0.11135576733839854,0.6886945846136148,
676,b'\x14x\x01\x00',Total Score,LightGBM,0.11436072861679025,0.671666593083829,
677,b'\x14x\x01\x00',Fluency,CatBoost,0.09924546937256781,0.8058493918449667,
678,b'\x14x\x01\x00',Fluency,WeightedEnsemble_L2,0.09924546937256781,0.8058493918449667,
679,b'\x14x\x01\x00',Fluency,LinearModel,0.10049095323100592,0.800945817708057,
680,b'\x14x\x01\x00',Fluency,LightGBM,0.10437476253269859,0.7852622610162013,
681,b'\x14x\x01\x00',Originality,LinearModel,0.17122586335013232,0.35452694131188733,
682,b'\x14x\x01\x00',Originality,WeightedEnsemble_L2,0.17708223418426416,0.30961813299864305,
683,b'\x14x\x01\x00',Originality,LightGBM,0.1771196636626436,0.30932625319238094,
684,b'\x14x\x01\x00',Originality,CatBoost,0.1797794256881971,0.2884271518638316,
685,b'\x14x\x01\x00',Flexibility,LinearModel,0.12496499970625265,0.676937665093591,
686,b'\x14x\x01\x00',Flexibility,WeightedEnsemble_L2,0.13002301915056474,0.6502561914876321,
687,b'\x14x\x01\x00',Flexibility,CatBoost,0.1326120802266164,0.6361890905328678,
688,b'\x14x\x01\x00',Flexibility,LightGBM,0.13409670844113508,0.6279975689604577,
689,b'\xa68\x01\x00',Total Score,WeightedEnsemble_L2,0.09980011909773549,0.7262420025412104,
690,b'\xa68\x01\x00',Total Score,LinearModel,0.10017196576432794,0.7241982045717985,
691,b'\xa68\x01\x00',Total Score,CatBoost,0.10525199438415268,0.6955153776363842,
692,b'\xa68\x01\x00',Total Score,LightGBM,0.10875720476170428,0.6748971549050784,
693,b'\xa68\x01\x00',Fluency,CatBoost,0.09313778582791697,0.8017986553817055,
694,b'\xa68\x01\x00',Fluency,LightGBM,0.09901194684106399,0.7760093046129736,
695,b'\xa68\x01\x00',Fluency,WeightedEnsemble_L2,0.0997182321064996,0.7728023061799594,
696,b'\xa68\x01\x00',Fluency,LinearModel,0.10123001061305582,0.7658612244644857,
697,b'\xa68\x01\x00',Originality,LinearModel,0.16274629925822878,0.41419637400710374,
698,b'\xa68\x01\x00',Originality,WeightedEnsemble_L2,0.16394014144228508,0.4055704060273918,
699,b'\xa68\x01\x00',Originality,CatBoost,0.16819588541125702,0.37430807981652636,
700,b'\xa68\x01\x00',Originality,LightGBM,0.17609078132650055,0.31419120097692455,
701,b'\xa68\x01\x00',Flexibility,WeightedEnsemble_L2,0.11372758579494952,0.7003545347510318,
702,b'\xa68\x01\x00',Flexibility,LinearModel,0.11416880437730426,0.6980250101001892,
703,b'\xa68\x01\x00',Flexibility,CatBoost,0.11700914729319781,0.6828127670145072,
704,b'\xa68\x01\x00',Flexibility,LightGBM,0.12112196975903608,0.6601228879130352,
705,b'\x11U\x01\x00',Total Score,WeightedEnsemble_L2,0.09739366149120264,0.7540248817423513,
706,b'\x11U\x01\x00',Total Score,LinearModel,0.09776615616915127,0.752139756246686,
707,b'\x11U\x01\x00',Total Score,CatBoost,0.10016147830396253,0.739845559658371,
708,b'\x11U\x01\x00',Total Score,LightGBM,0.10504752057276899,0.713844957103035,
709,b'\x11U\x01\x00',Fluency,WeightedEnsemble_L2,0.09471562936590233,0.822686297384287,
710,b'\x11U\x01\x00',Fluency,LinearModel,0.0959597394316037,0.8179975978927576,
711,b'\x11U\x01\x00',Fluency,CatBoost,0.09739471975949492,0.8125135765082512,
712,b'\x11U\x01\x00',Fluency,LightGBM,0.10432676594359118,0.7848751951158188,
713,b'\x11U\x01\x00',Originality,WeightedEnsemble_L2,0.164398079502879,0.42956761929674214,
714,b'\x11U\x01\x00',Originality,LinearModel,0.165055685576191,0.4249949374942531,
715,b'\x11U\x01\x00',Originality,CatBoost,0.16814121855265438,0.40329583153404325,
716,b'\x11U\x01\x00',Originality,LightGBM,0.1734216821683505,0.3652284120006408,
717,b'\x11U\x01\x00',Flexibility,WeightedEnsemble_L2,0.11381185732751341,0.7053367333726526,
718,b'\x11U\x01\x00',Flexibility,LinearModel,0.11391857580739026,0.704783877814491,
719,b'\x11U\x01\x00',Flexibility,CatBoost,0.11393955551828285,0.7046751313845951,
720,b'\x11U\x01\x00',Flexibility,LightGBM,0.12257358553079352,0.6582214852451587,
721,b'\x83)\x00\x00',Total Score,CatBoost,0.11054580693072795,0.6840152147661099,
722,b'\x83)\x00\x00',Total Score,LinearModel,0.11281545741026364,0.6709068516073983,
723,b'\x83)\x00\x00',Total Score,WeightedEnsemble_L2,0.11281545741026364,0.6709068516073983,
724,b'\x83)\x00\x00',Total Score,LightGBM,0.1142793053997086,0.6623110828684795,
725,b'\x83)\x00\x00',Fluency,CatBoost,0.09695494806653715,0.782310628871318,
726,b'\x83)\x00\x00',Fluency,WeightedEnsemble_L2,0.09795070676677366,0.7778161864828508,
727,b'\x83)\x00\x00',Fluency,LightGBM,0.10102045579643842,0.7636715993003319,
728,b'\x83)\x00\x00',Fluency,LinearModel,0.10555923510045592,0.7419583930453566,
729,b'\x83)\x00\x00',Originality,WeightedEnsemble_L2,0.17472369535043344,0.4077429084240074,
730,b'\x83)\x00\x00',Originality,LinearModel,0.1756944442918815,0.4011435736159771,
731,b'\x83)\x00\x00',Originality,LightGBM,0.17894181825690728,0.3788015707678374,
732,b'\x83)\x00\x00',Originality,CatBoost,0.17977721426527662,0.3729878593229867,
733,b'\x83)\x00\x00',Flexibility,CatBoost,0.13177099301876913,0.6083782271648233,
734,b'\x83)\x00\x00',Flexibility,LinearModel,0.1323211031659185,0.6051015605883385,
735,b'\x83)\x00\x00',Flexibility,WeightedEnsemble_L2,0.1323211031659185,0.6051015605883385,
736,b'\x83)\x00\x00',Flexibility,LightGBM,0.13372580666362982,0.596672676641788,
737,"b'X""\x00\x00'",Total Score,LinearModel,0.10321832329196096,0.7427536307779896,
738,"b'X""\x00\x00'",Total Score,WeightedEnsemble_L2,0.10429881560153961,0.7373397173726546,
739,"b'X""\x00\x00'",Total Score,LightGBM,0.1106805576386061,0.7042135118948396,
740,"b'X""\x00\x00'",Total Score,CatBoost,0.11254631382300517,0.6941572397836429,
741,"b'X""\x00\x00'",Fluency,LinearModel,0.09493849201551124,0.8229152591966206,
742,"b'X""\x00\x00'",Fluency,WeightedEnsemble_L2,0.09543201581074545,0.8210693758690919,
743,"b'X""\x00\x00'",Fluency,CatBoost,0.10227697675537777,0.7944808732808522,
744,"b'X""\x00\x00'",Fluency,LightGBM,0.10321644890133334,0.7906879127612417,
745,"b'X""\x00\x00'",Originality,LinearModel,0.16444385516610688,0.4500643807593895,
746,"b'X""\x00\x00'",Originality,WeightedEnsemble_L2,0.16455893188067927,0.4492944288829893,
747,"b'X""\x00\x00'",Originality,CatBoost,0.16977832369772658,0.4138064534379583,
748,"b'X""\x00\x00'",Originality,LightGBM,0.17060445147029166,0.40808783200507415,
749,"b'X""\x00\x00'",Flexibility,LinearModel,0.12659055560911417,0.6661686904011732,
750,"b'X""\x00\x00'",Flexibility,WeightedEnsemble_L2,0.13035572108312515,0.6460151731863564,
751,"b'X""\x00\x00'",Flexibility,CatBoost,0.1380999725389176,0.6027063363863883,
752,"b'X""\x00\x00'",Flexibility,LightGBM,0.15138521618948528,0.5225901393034054,
753,b'\xf1 \x01\x00',Total Score,LinearModel,0.10021703915506018,0.7565236682378587,
754,b'\xf1 \x01\x00',Total Score,WeightedEnsemble_L2,0.10460445283241637,0.7347386601835707,
755,b'\xf1 \x01\x00',Total Score,CatBoost,0.1061068387129995,0.7270642869413859,
756,b'\xf1 \x01\x00',Total Score,LightGBM,0.1070404355796933,0.7222402260227961,
757,b'\xf1 \x01\x00',Fluency,LinearModel,0.09602233179166775,0.8167037379643164,
758,b'\xf1 \x01\x00',Fluency,WeightedEnsemble_L2,0.09850000172591565,0.8071224910155305,
759,b'\xf1 \x01\x00',Fluency,CatBoost,0.10240959770671501,0.7915075021244955,
760,b'\xf1 \x01\x00',Fluency,LightGBM,0.10336195454504293,0.7876117245747056,
761,b'\xf1 \x01\x00',Originality,LinearModel,0.16746544380785722,0.41711155168880054,
762,b'\xf1 \x01\x00',Originality,LightGBM,0.17384324377337676,0.3718683557251574,
763,b'\xf1 \x01\x00',Originality,CatBoost,0.17389052284126877,0.371526651137397,
764,b'\xf1 \x01\x00',Originality,WeightedEnsemble_L2,0.17389052284126877,0.371526651137397,
765,b'\xf1 \x01\x00',Flexibility,LinearModel,0.12297180085776555,0.6986754335391956,
766,b'\xf1 \x01\x00',Flexibility,WeightedEnsemble_L2,0.12418222844118858,0.6927142844854576,
767,b'\xf1 \x01\x00',Flexibility,CatBoost,0.1276912560878389,0.6751029317930475,
768,b'\xf1 \x01\x00',Flexibility,LightGBM,0.13123410098190402,0.656824025883317,
769,b'\xf9\xa7\x00\x00',Total Score,LinearModel,0.10784744047312404,0.7086605715835832,
770,b'\xf9\xa7\x00\x00',Total Score,WeightedEnsemble_L2,0.10883428975080459,0.7033044219513082,
771,b'\xf9\xa7\x00\x00',Total Score,CatBoost,0.10962967084250046,0.6989519633990873,
772,b'\xf9\xa7\x00\x00',Total Score,LightGBM,0.11389568085491979,0.6750667989303634,
773,b'\xf9\xa7\x00\x00',Fluency,CatBoost,0.09029976851347206,0.8092979160295858,
774,b'\xf9\xa7\x00\x00',Fluency,WeightedEnsemble_L2,0.09125210849405238,0.8052542532983821,
775,b'\xf9\xa7\x00\x00',Fluency,LightGBM,0.09612192063275413,0.7839137936940068,
776,b'\xf9\xa7\x00\x00',Fluency,LinearModel,0.09695422949002265,0.7801554602216697,
777,b'\xf9\xa7\x00\x00',Originality,LinearModel,0.17576783960897593,0.4163562620245903,
778,b'\xf9\xa7\x00\x00',Originality,WeightedEnsemble_L2,0.17663888466637787,0.4105572526868232,
779,b'\xf9\xa7\x00\x00',Originality,CatBoost,0.1796962321809262,0.38997597033679965,
780,b'\xf9\xa7\x00\x00',Originality,LightGBM,0.18228504017602495,0.37227264118482517,
781,b'\xf9\xa7\x00\x00',Flexibility,LinearModel,0.13128280534293532,0.639372224963693,
782,b'\xf9\xa7\x00\x00',Flexibility,WeightedEnsemble_L2,0.13210988965971324,0.6348139870693197,
783,b'\xf9\xa7\x00\x00',Flexibility,CatBoost,0.1360646844320978,0.6126225704710717,
784,b'\xf9\xa7\x00\x00',Flexibility,LightGBM,0.1389188894572838,0.5962002170579113,
785,b'\x08+\x01\x00',Total Score,WeightedEnsemble_L2,0.10552072358207619,0.7168956973601914,
786,b'\x08+\x01\x00',Total Score,LinearModel,0.10570065667670904,0.7159293797944002,
787,b'\x08+\x01\x00',Total Score,CatBoost,0.10681240417564129,0.709922309192992,
788,b'\x08+\x01\x00',Total Score,LightGBM,0.11437365544438319,0.6673994585671572,
789,b'\x08+\x01\x00',Fluency,WeightedEnsemble_L2,0.08803523819673806,0.8353573496080919,
790,b'\x08+\x01\x00',Fluency,LinearModel,0.09178561417921922,0.8210307170615764,
791,b'\x08+\x01\x00',Fluency,CatBoost,0.09434844236806009,0.8108968641611995,
792,b'\x08+\x01\x00',Fluency,LightGBM,0.09803844969580458,0.7958158006526193,
793,b'\x08+\x01\x00',Originality,LinearModel,0.1810808091877135,0.3769793421218677,
794,b'\x08+\x01\x00',Originality,WeightedEnsemble_L2,0.18136110389900542,0.3750491038983733,
795,b'\x08+\x01\x00',Originality,CatBoost,0.1828894281104715,0.36447184141321287,
796,b'\x08+\x01\x00',Originality,LightGBM,0.18707864183171163,0.33502393967617894,
797,b'\x08+\x01\x00',Flexibility,WeightedEnsemble_L2,0.12500347169479603,0.6559636189792326,
798,b'\x08+\x01\x00',Flexibility,LinearModel,0.125410473588947,0.6537196587155468,
799,b'\x08+\x01\x00',Flexibility,CatBoost,0.12647561265551083,0.6478126078120143,
800,b'\x08+\x01\x00',Flexibility,LightGBM,0.13148269055459555,0.6193749331893122,
801,b'Y]\x00\x00',Total Score,LinearModel,0.10055184986074724,0.7031307726623401,
802,b'Y]\x00\x00',Total Score,WeightedEnsemble_L2,0.10055184986074724,0.7031307726623401,
803,b'Y]\x00\x00',Total Score,LightGBM,0.10205314230005325,0.6941997643787196,
804,b'Y]\x00\x00',Total Score,CatBoost,0.10323867618232588,0.6870536384529571,
805,b'Y]\x00\x00',Fluency,WeightedEnsemble_L2,0.09431942002796351,0.8026547423377745,
806,b'Y]\x00\x00',Fluency,LinearModel,0.0956014585367474,0.7972534431757143,
807,b'Y]\x00\x00',Fluency,CatBoost,0.0989283615822039,0.7828968702596066,
808,b'Y]\x00\x00',Fluency,LightGBM,0.10243455553895132,0.7672351348651383,
809,b'Y]\x00\x00',Originality,WeightedEnsemble_L2,0.1638256445680625,0.35810824007062925,
810,b'Y]\x00\x00',Originality,LinearModel,0.16543442536819694,0.3454394841042806,
811,b'Y]\x00\x00',Originality,CatBoost,0.1661386125671154,0.3398552275286959,
812,b'Y]\x00\x00',Originality,LightGBM,0.16920404299504685,0.3152697701001188,
813,b'Y]\x00\x00',Flexibility,LinearModel,0.11922590270563532,0.6353918528931084,
814,b'Y]\x00\x00',Flexibility,WeightedEnsemble_L2,0.11922590270563532,0.6353918528931084,
815,b'Y]\x00\x00',Flexibility,CatBoost,0.11992464024495965,0.6311056711969456,
816,b'Y]\x00\x00',Flexibility,LightGBM,0.12621872168168954,0.5913677068426197,
817,b'4\n\x01\x00',Total Score,LinearModel,0.09901637148264698,0.7517462510510048,
818,b'4\n\x01\x00',Total Score,WeightedEnsemble_L2,0.10145946342338624,0.7393444819035091,
819,b'4\n\x01\x00',Total Score,CatBoost,0.1072108853662938,0.7089553864687751,
820,b'4\n\x01\x00',Total Score,LightGBM,0.11668344803420025,0.655253147820416,
821,b'4\n\x01\x00',Fluency,WeightedEnsemble_L2,0.08803705372447171,0.8402248540708595,
822,b'4\n\x01\x00',Fluency,LinearModel,0.09047663943561456,0.8312471385635645,
823,b'4\n\x01\x00',Fluency,LightGBM,0.09267060949653594,0.8229637254834704,
824,b'4\n\x01\x00',Fluency,CatBoost,0.09454765318925581,0.8157193522724002,
825,b'4\n\x01\x00',Originality,LinearModel,0.17156723784054684,0.39620144846544825,
826,b'4\n\x01\x00',Originality,WeightedEnsemble_L2,0.17173590318830215,0.3950136931266435,
827,b'4\n\x01\x00',Originality,CatBoost,0.17990694275478725,0.33607473589964,
828,b'4\n\x01\x00',Originality,LightGBM,0.18873079783088334,0.26935082245805386,
829,b'4\n\x01\x00',Flexibility,LinearModel,0.12101120968272612,0.6863017472967445,
830,b'4\n\x01\x00',Flexibility,WeightedEnsemble_L2,0.12176701170664012,0.6823709679008101,
831,b'4\n\x01\x00',Flexibility,CatBoost,0.12623057658442197,0.6586577657269272,
832,b'4\n\x01\x00',Flexibility,LightGBM,0.12768234833481631,0.6507610947217732,
833,b'\xbb[\x00\x00',Total Score,WeightedEnsemble_L2,0.10462182470818586,0.694941100036895,
834,b'\xbb[\x00\x00',Total Score,LinearModel,0.10502764193836722,0.6925699263684562,
835,b'\xbb[\x00\x00',Total Score,CatBoost,0.10522290678172112,0.6914257306598641,
836,b'\xbb[\x00\x00',Total Score,LightGBM,0.11088482876560232,0.6573242439747353,
837,b'\xbb[\x00\x00',Fluency,WeightedEnsemble_L2,0.0945045015956318,0.7785270609519911,
838,b'\xbb[\x00\x00',Fluency,CatBoost,0.0964952518160865,0.7690980691976065,
839,b'\xbb[\x00\x00',Fluency,LinearModel,0.09701181872637188,0.7666192828339258,
840,b'\xbb[\x00\x00',Fluency,LightGBM,0.10143012703157814,0.7448769985030653,
841,b'\xbb[\x00\x00',Originality,WeightedEnsemble_L2,0.1653643710790643,0.41785396577661416,
842,b'\xbb[\x00\x00',Originality,CatBoost,0.16557615622541158,0.41636188096968685,
843,b'\xbb[\x00\x00',Originality,LinearModel,0.1656915654063287,0.4155479875526942,
844,b'\xbb[\x00\x00',Originality,LightGBM,0.17159864007224218,0.373132521173838,
845,b'\xbb[\x00\x00',Flexibility,CatBoost,0.12901708149007407,0.6206083876741126,
846,b'\xbb[\x00\x00',Flexibility,LinearModel,0.1301189659139369,0.6141002433920058,
847,b'\xbb[\x00\x00',Flexibility,WeightedEnsemble_L2,0.1301189659139369,0.6141002433920058,
848,b'\xbb[\x00\x00',Flexibility,LightGBM,0.13215149769985707,0.601950138469503,
849,b'\xab\xbd\x00\x00',Total Score,WeightedEnsemble_L2,0.10601169700259426,0.6806269338978008,
850,b'\xab\xbd\x00\x00',Total Score,LinearModel,0.10701396931760046,0.6745594535099796,
851,b'\xab\xbd\x00\x00',Total Score,LightGBM,0.10972623991770694,0.6578538096295176,
852,b'\xab\xbd\x00\x00',Total Score,CatBoost,0.11077259540323936,0.6512972461583829,
853,b'\xab\xbd\x00\x00',Fluency,CatBoost,0.09949710416295605,0.7635736900176955,
854,b'\xab\xbd\x00\x00',Fluency,WeightedEnsemble_L2,0.09974311794233173,0.7624030823289656,
855,b'\xab\xbd\x00\x00',Fluency,LightGBM,0.10229429181022623,0.7500934020841017,
856,b'\xab\xbd\x00\x00',Fluency,LinearModel,0.10239658320303395,0.7495933531604557,
857,b'\xab\xbd\x00\x00',Originality,WeightedEnsemble_L2,0.1696526957319312,0.3715273142246539,
858,b'\xab\xbd\x00\x00',Originality,CatBoost,0.17136708589236802,0.3587613355341256,
859,b'\xab\xbd\x00\x00',Originality,LinearModel,0.17308630909352304,0.345830469549375,
860,b'\xab\xbd\x00\x00',Originality,LightGBM,0.17388494246619662,0.33977976670875465,
861,b'\xab\xbd\x00\x00',Flexibility,LinearModel,0.12815114080544932,0.6201735092859567,
862,b'\xab\xbd\x00\x00',Flexibility,WeightedEnsemble_L2,0.1284088716431973,0.6186441988535696,
863,b'\xab\xbd\x00\x00',Flexibility,CatBoost,0.13308618336118794,0.5903563389436515,
864,b'\xab\xbd\x00\x00',Flexibility,LightGBM,0.13597741075600328,0.5723644199486153,
865,b'\x07C\x00\x00',Total Score,WeightedEnsemble_L2,0.1028297852005513,0.687646685516659,
866,b'\x07C\x00\x00',Total Score,CatBoost,0.10395796513711854,0.6807552223063159,
867,b'\x07C\x00\x00',Total Score,LinearModel,0.1048961698307408,0.6749669501769742,
868,b'\x07C\x00\x00',Total Score,LightGBM,0.10683037388979698,0.6628697223467592,
869,b'\x07C\x00\x00',Fluency,CatBoost,0.09372587116150638,0.7902249397290784,
870,b'\x07C\x00\x00',Fluency,LightGBM,0.09934200735334013,0.7643319297705555,
871,b'\x07C\x00\x00',Fluency,WeightedEnsemble_L2,0.09946462401460844,0.7637498061308614,
872,b'\x07C\x00\x00',Fluency,LinearModel,0.10412070161617269,0.7411137082127199,
873,b'\x07C\x00\x00',Originality,WeightedEnsemble_L2,0.16460764632543354,0.35813237532206454,
874,b'\x07C\x00\x00',Originality,LinearModel,0.16627539674790423,0.34506010466871095,
