id,seed,target,model,rmse,r2,custom_str
290,b'\x81\t\x01\x00',Total Score,LinearModel,0.11223491370628667,0.6920580716749611,
291,b'\x81\t\x01\x00',Total Score,CatBoost,0.11525276250314928,0.675275124718203,
292,b'\x81\t\x01\x00',Total Score,LightGBM,0.11608245488957734,0.670582976432528,
293,b'\x81\t\x01\x00',Fluency,LightGBM,0.10066006678438358,0.7676487684611437,
294,b'\x81\t\x01\x00',Fluency,CatBoost,0.10142606443789069,0.7640990451766814,
295,b'\x81\t\x01\x00',Fluency,WeightedEnsemble_L2,0.10147410173727399,0.7638755379669782,
296,b'\x81\t\x01\x00',Fluency,LinearModel,0.10342941218577906,0.7546880733912995,
297,b'\x81\t\x01\x00',Originality,WeightedEnsemble_L2,0.17835888855052476,0.41889032400802084,
298,b'\x81\t\x01\x00',Originality,LinearModel,0.17867597422392476,0.41682229875699517,
299,b'\x81\t\x01\x00',Originality,CatBoost,0.1826755227034013,0.3904219651011146,
300,b'\x81\t\x01\x00',Originality,LightGBM,0.18788972852754107,0.35512629312377997,
301,b'\x81\t\x01\x00',Flexibility,WeightedEnsemble_L2,0.13005164859158225,0.6468014678779799,
302,b'\x81\t\x01\x00',Flexibility,LinearModel,0.1302869735223621,0.6455221051097562,
303,b'\x81\t\x01\x00',Flexibility,CatBoost,0.13339267544758582,0.6284210246872604,
304,b'\x81\t\x01\x00',Flexibility,LightGBM,0.13634198283125007,0.6118081818320522,
305,b'\xbf\x14\x00\x00',Total Score,LinearModel,0.10162723159833732,0.7427602343388109,
306,b'\xbf\x14\x00\x00',Total Score,CatBoost,0.10319997048495647,0.7347367654591914,
307,b'\xbf\x14\x00\x00',Total Score,WeightedEnsemble_L2,0.10390486382522883,0.7311007011253182,
308,b'\xbf\x14\x00\x00',Total Score,LightGBM,0.10826497478191657,0.7080598189947689,
309,b'\xbf\x14\x00\x00',Fluency,WeightedEnsemble_L2,0.09785022517003654,0.7959650500342801,
310,b'\xbf\x14\x00\x00',Fluency,LinearModel,0.10073903736206427,0.7837398498738284,
311,b'\xbf\x14\x00\x00',Fluency,CatBoost,0.1013920671415298,0.780926996834058,
312,b'\xbf\x14\x00\x00',Fluency,LightGBM,0.10493278399594236,0.7653593257990442,
313,b'\xbf\x14\x00\x00',Originality,WeightedEnsemble_L2,0.16835552112824365,0.42718069326759356,
314,b'\xbf\x14\x00\x00',Originality,LinearModel,0.16920965350696202,0.4213536835580599,
315,b'\xbf\x14\x00\x00',Originality,CatBoost,0.1698355676240278,0.41706488849061385,
316,b'\xbf\x14\x00\x00',Originality,LightGBM,0.17451167005529264,0.38452294100442463,
317,b'\xbf\x14\x00\x00',Flexibility,WeightedEnsemble_L2,0.1222932975683233,0.6887543696128677,
318,b'\xbf\x14\x00\x00',Flexibility,LinearModel,0.12241952422457952,0.6881115253763397,
319,b'\xbf\x14\x00\x00',Flexibility,LightGBM,0.12642432404440146,0.667371672400654,
320,b'\xbf\x14\x00\x00',Flexibility,CatBoost,0.12672614584949807,0.6657815619139931,
321,b'\xa0D\x01\x00',Total Score,LinearModel,0.09760722691586941,0.7504477042968948,
322,b'\xa0D\x01\x00',Total Score,WeightedEnsemble_L2,0.09760722691586941,0.7504477042968948,
323,b'\xa0D\x01\x00',Total Score,CatBoost,0.10086362378137896,0.7335186896817267,
324,b'\xa0D\x01\x00',Total Score,LightGBM,0.10380120556155333,0.717770493937621,
325,b'\xa0D\x01\x00',Fluency,LinearModel,0.09712862326900784,0.801789741732474,
326,b'\xa0D\x01\x00',Fluency,WeightedEnsemble_L2,0.09712862326900784,0.801789741732474,
327,b'\xa0D\x01\x00',Fluency,CatBoost,0.10502311618799069,0.7682597548368879,
328,b'\xa0D\x01\x00',Fluency,LightGBM,0.10627434427567084,0.7627050316174554,
329,b'\xa0D\x01\x00',Originality,WeightedEnsemble_L2,0.16748689254515267,0.42289549376127467,
330,b'\xa0D\x01\x00',Originality,CatBoost,0.16820070822516858,0.41796586517734235,
331,b'\xa0D\x01\x00',Originality,LinearModel,0.1683864791187116,0.4166794887727472,
332,b'\xa0D\x01\x00',Originality,LightGBM,0.17275184898194754,0.3860426198804171,
333,b'\xa0D\x01\x00',Flexibility,LinearModel,0.11437068929764435,0.6955897520465395,
334,b'\xa0D\x01\x00',Flexibility,WeightedEnsemble_L2,0.11437068929764435,0.6955897520465395,
335,b'\xa0D\x01\x00',Flexibility,CatBoost,0.11679049473352117,0.6825723250722207,
336,b'\xa0D\x01\x00',Flexibility,LightGBM,0.12607747692603713,0.6300825574253472,
337,b'\xcb\xd1\x00\x00',Total Score,LinearModel,0.10809121497381627,0.6822856117692436,
338,b'\xcb\xd1\x00\x00',Total Score,CatBoost,0.11049925416388055,0.6679719464316171,
339,b'\xcb\xd1\x00\x00',Total Score,WeightedEnsemble_L2,0.11183402875329207,0.6599020400399078,
340,b'\xcb\xd1\x00\x00',Total Score,LightGBM,0.11344556174480507,0.6500297675280329,
341,b'\xcb\xd1\x00\x00',Fluency,WeightedEnsemble_L2,0.0993052887219592,0.7638752161853419,
342,b'\xcb\xd1\x00\x00',Fluency,CatBoost,0.09971959756587181,0.7619008468152882,
343,b'\xcb\xd1\x00\x00',Fluency,LightGBM,0.10047205523677888,0.7582940236062873,
344,b'\xcb\xd1\x00\x00',Fluency,LinearModel,0.10252668976315378,0.7483072604301848,
345,b'\xcb\xd1\x00\x00',Originality,LinearModel,0.1770773569295383,0.3874864507631782,
346,b'\xcb\xd1\x00\x00',Originality,CatBoost,0.18264947845470644,0.34833182704656396,
347,b'\xcb\xd1\x00\x00',Originality,WeightedEnsemble_L2,0.18576725382107764,0.3258943611659727,
348,b'\xcb\xd1\x00\x00',Originality,LightGBM,0.190264122196236,0.2928631956876272,
349,b'\xcb\xd1\x00\x00',Flexibility,WeightedEnsemble_L2,0.13142481891729943,0.6007341811745393,
350,b'\xcb\xd1\x00\x00',Flexibility,CatBoost,0.1315901512420006,0.5997289971037947,
351,b'\xcb\xd1\x00\x00',Flexibility,LinearModel,0.13269021887869045,0.5930086508209174,
352,b'\xcb\xd1\x00\x00',Flexibility,LightGBM,0.13767725474548465,0.5618409840625873,
353,b'9M\x01\x00',Total Score,WeightedEnsemble_L2,0.10647200889217559,0.7270094051210216,
354,b'9M\x01\x00',Total Score,LinearModel,0.10716160572905659,0.7234617480096264,
355,b'9M\x01\x00',Total Score,CatBoost,0.10924937505437536,0.7125815050371076,
356,b'9M\x01\x00',Total Score,LightGBM,0.11555353858038732,0.6784538699838965,
357,b'9M\x01\x00',Fluency,WeightedEnsemble_L2,0.09760867760841759,0.8088229606903272,
358,b'9M\x01\x00',Fluency,CatBoost,0.09897504196929206,0.8034331570011534,
359,b'9M\x01\x00',Fluency,LinearModel,0.10209949017106801,0.7908268096455292,
360,b'9M\x01\x00',Fluency,LightGBM,0.10359708048445473,0.784645522097329,
361,b'9M\x01\x00',Originality,LinearModel,0.1729603458529456,0.4122578059943097,
362,b'9M\x01\x00',Originality,WeightedEnsemble_L2,0.17343924424073556,0.4089985796340472,
363,b'9M\x01\x00',Originality,CatBoost,0.1772277118184482,0.38289787703819445,
364,b'9M\x01\x00',Originality,LightGBM,0.18310185411023946,0.34131273964396924,
365,b'9M\x01\x00',Flexibility,LinearModel,0.12672081435715832,0.6744575511806763,
366,b'9M\x01\x00',Flexibility,WeightedEnsemble_L2,0.12698704213225293,0.6730882499627442,
367,b'9M\x01\x00',Flexibility,CatBoost,0.12856382123100185,0.6649194187497177,
368,b'9M\x01\x00',Flexibility,LightGBM,0.13180559143039378,0.6478080833238682,
369,b'\x15p\x00\x00',Total Score,CatBoost,0.10584497313104492,0.6521413667591791,
370,b'\x15p\x00\x00',Total Score,WeightedEnsemble_L2,0.10749035714282619,0.6412422232817576,
371,b'\x15p\x00\x00',Total Score,LightGBM,0.10847620156479693,0.6346313747930408,
372,b'\x15p\x00\x00',Total Score,LinearModel,0.11228831721264328,0.6085002770436035,
373,b'\x15p\x00\x00',Fluency,CatBoost,0.10128428548149414,0.7430036660354633,
374,b'\x15p\x00\x00',Fluency,LightGBM,0.10427169165564024,0.7276197402991331,
375,b'\x15p\x00\x00',Fluency,WeightedEnsemble_L2,0.10915240363000472,0.7015240121595329,
376,b'\x15p\x00\x00',Fluency,LinearModel,0.11316011542468526,0.6792035494557809,
377,b'\x15p\x00\x00',Originality,WeightedEnsemble_L2,0.1735823903708832,0.26890190805525227,
378,b'\x15p\x00\x00',Originality,LightGBM,0.17594280636336157,0.24888341607391473,
379,b'\x15p\x00\x00',Originality,CatBoost,0.17702867495155925,0.2395834533288499,
380,b'\x15p\x00\x00',Originality,LinearModel,0.17836704515235668,0.2280422053379797,
381,b'\x15p\x00\x00',Flexibility,CatBoost,0.11666355754761538,0.6579572408493755,
382,b'\x15p\x00\x00',Flexibility,WeightedEnsemble_L2,0.11692585477203285,0.6564174674284307,
383,b'\x15p\x00\x00',Flexibility,LightGBM,0.11979473270117072,0.6393504328249091,
384,b'\x15p\x00\x00',Flexibility,LinearModel,0.12077181433921284,0.6334433092516987,
385,b'\xfc\x18\x01\x00',Total Score,LinearModel,0.10968127781861509,0.7201977803411403,
386,b'\xfc\x18\x01\x00',Total Score,WeightedEnsemble_L2,0.11066998955719355,0.7151305412591661,
387,b'\xfc\x18\x01\x00',Total Score,CatBoost,0.11448788953688792,0.6951366259461348,
388,b'\xfc\x18\x01\x00',Total Score,LightGBM,0.11710835320605699,0.681021140947885,
389,b'\xfc\x18\x01\x00',Fluency,LinearModel,0.09837895558403453,0.8072146727431571,
390,b'\xfc\x18\x01\x00',Fluency,WeightedEnsemble_L2,0.09872701177757483,0.8058481442211756,
391,b'\xfc\x18\x01\x00',Fluency,CatBoost,0.09993546666152056,0.8010660750674683,
392,b'\xfc\x18\x01\x00',Fluency,LightGBM,0.09998698870704889,0.8008609001649719,
393,b'\xfc\x18\x01\x00',Originality,LinearModel,0.17709101680529754,0.3876158206632595,
394,b'\xfc\x18\x01\x00',Originality,CatBoost,0.1805169490226201,0.36369275404285195,
395,b'\xfc\x18\x01\x00',Originality,WeightedEnsemble_L2,0.18206411653256277,0.35273873839431136,
396,b'\xfc\x18\x01\x00',Originality,LightGBM,0.1940290878251181,0.2648692603889371,
397,b'\xfc\x18\x01\x00',Flexibility,LinearModel,0.12683379155881377,0.6866510050411605,
398,b'\xfc\x18\x01\x00',Flexibility,WeightedEnsemble_L2,0.12924365177742023,0.6746305327147426,
399,b'\xfc\x18\x01\x00',Flexibility,CatBoost,0.13184766490429004,0.6613873017643861,
400,b'\xfc\x18\x01\x00',Flexibility,LightGBM,0.1328298335801567,0.6563236776924624,
401,b'Xk\x01\x00',Total Score,LinearModel,0.10457041535898963,0.7083378266659648,
402,b'Xk\x01\x00',Total Score,WeightedEnsemble_L2,0.10569148535539422,0.7020506486518494,
403,b'Xk\x01\x00',Total Score,LightGBM,0.1067740766131305,0.6959156354225395,
404,b'Xk\x01\x00',Total Score,CatBoost,0.10689359979343015,0.6952344687217049,
405,b'Xk\x01\x00',Fluency,WeightedEnsemble_L2,0.098579667164828,0.7942976447801695,
406,b'Xk\x01\x00',Fluency,LinearModel,0.0986698460631401,0.7939211270475484,
407,b'Xk\x01\x00',Fluency,CatBoost,0.0993306801044296,0.7911514870646204,
408,b'Xk\x01\x00',Fluency,LightGBM,0.09948941594910159,0.7904834510817225,
409,b'Xk\x01\x00',Originality,CatBoost,0.1715702353761467,0.3831843490242649,
410,b'Xk\x01\x00',Originality,LinearModel,0.1728547807845322,0.3739135825985025,
411,b'Xk\x01\x00',Originality,WeightedEnsemble_L2,0.17309573722598504,0.3721668596876173,
412,b'Xk\x01\x00',Originality,LightGBM,0.17750853596108948,0.33974762071507403,
413,b'Xk\x01\x00',Flexibility,CatBoost,0.12863093652390112,0.6311895288089162,
414,b'Xk\x01\x00',Flexibility,WeightedEnsemble_L2,0.12992230796777832,0.6237471195151438,
415,b'Xk\x01\x00',Flexibility,LinearModel,0.1299667640239976,0.623489587437786,
416,b'Xk\x01\x00',Flexibility,LightGBM,0.13127765964970456,0.615856020414324,
417,b':d\x00\x00',Total Score,WeightedEnsemble_L2,0.10030277880743328,0.7390783981073219,
418,b':d\x00\x00',Total Score,LinearModel,0.10033735861128691,0.7388984594612625,
419,b':d\x00\x00',Total Score,LightGBM,0.10593372927582616,0.7089600353254675,
420,b':d\x00\x00',Total Score,CatBoost,0.10668810719503616,0.7048001540182226,
421,b':d\x00\x00',Fluency,WeightedEnsemble_L2,0.08768809235214445,0.8248329071924241,
422,b':d\x00\x00',Fluency,LinearModel,0.08999929595076667,0.8154774269272484,
423,b':d\x00\x00',Fluency,LightGBM,0.09206355836489283,0.8069157757403498,
424,b':d\x00\x00',Fluency,CatBoost,0.0928342846562501,0.8036693662685553,
425,b':d\x00\x00',Originality,LinearModel,0.17192476551870722,0.4286146068481381,
426,b':d\x00\x00',Originality,WeightedEnsemble_L2,0.1759464483301081,0.4015701315386998,
427,b':d\x00\x00',Originality,CatBoost,0.17952432220794223,0.37698451093363883,
428,b':d\x00\x00',Originality,LightGBM,0.18087508884600725,0.36757392530458644,
429,b':d\x00\x00',Flexibility,WeightedEnsemble_L2,0.12101638555980126,0.6687978463752373,
430,b':d\x00\x00',Flexibility,LinearModel,0.12101973810642488,0.6687794953719882,
431,b':d\x00\x00',Flexibility,CatBoost,0.12842908663213526,0.6269804577238367,
432,b':d\x00\x00',Flexibility,LightGBM,0.12849847243209592,0.626577289692885,
433,b'\xfeI\x01\x00',Total Score,LinearModel,0.1113953383022663,0.724797082099119,
434,b'\xfeI\x01\x00',Total Score,CatBoost,0.11382593261463839,0.7126564616245148,
435,b'\xfeI\x01\x00',Total Score,WeightedEnsemble_L2,0.11494016316712141,0.7070033739127,
436,b'\xfeI\x01\x00',Total Score,LightGBM,0.12096308260307587,0.6754925345976205,
437,b'\xfeI\x01\x00',Fluency,CatBoost,0.09811294165206114,0.7954503716263394,
438,b'\xfeI\x01\x00',Fluency,WeightedEnsemble_L2,0.1006517136293825,0.784727553088167,
439,b'\xfeI\x01\x00',Fluency,LinearModel,0.10153973126421811,0.7809122375005559,
440,b'\xfeI\x01\x00',Fluency,LightGBM,0.1053358188203483,0.7642247294813659,
441,b'\xfeI\x01\x00',Originality,LinearModel,0.18699255966123138,0.4306438127054366,
442,b'\xfeI\x01\x00',Originality,WeightedEnsemble_L2,0.19295683010785414,0.3937444835207137,
443,b'\xfeI\x01\x00',Originality,CatBoost,0.1936846459249761,0.38916237552162525,
444,b'\xfeI\x01\x00',Originality,LightGBM,0.20156360182060984,0.3384546636212886,
445,b'\xfeI\x01\x00',Flexibility,LinearModel,0.13087727924344142,0.6735998925981062,
446,b'\xfeI\x01\x00',Flexibility,WeightedEnsemble_L2,0.13311965819616292,0.6623193582023024,
447,b'\xfeI\x01\x00',Flexibility,CatBoost,0.134701584482023,0.6542460219664912,
448,b'\xfeI\x01\x00',Flexibility,LightGBM,0.1382322280856668,0.6358834716347277,
449,b'\xffG\x00\x00',Total Score,LinearModel,0.11142034549375059,0.6947798670170846,
450,b'\xffG\x00\x00',Total Score,WeightedEnsemble_L2,0.11287419484467612,0.6867626750087131,
451,b'\xffG\x00\x00',Total Score,CatBoost,0.11619834122603499,0.6680413173771815,
452,b'\xffG\x00\x00',Total Score,LightGBM,0.12010238216819852,0.6453602446936735,
453,b'\xffG\x00\x00',Fluency,WeightedEnsemble_L2,0.10154917764558759,0.7719482445136452,
454,b'\xffG\x00\x00',Fluency,LinearModel,0.10338795072162894,0.7636147072718296,
455,b'\xffG\x00\x00',Fluency,LightGBM,0.10692796298319988,0.7471498678488204,
456,b'\xffG\x00\x00',Fluency,CatBoost,0.10746886946134156,0.744585258945992,
457,b'\xffG\x00\x00',Originality,LinearModel,0.18325883270234958,0.39236891843859156,
458,b'\xffG\x00\x00',Originality,WeightedEnsemble_L2,0.18466502427387207,0.383008126576028,
459,b'\xffG\x00\x00',Originality,CatBoost,0.18706187742685382,0.36688773570341215,
460,b'\xffG\x00\x00',Originality,LightGBM,0.19231516806243049,0.33082882296753724,
461,b'\xffG\x00\x00',Flexibility,LinearModel,0.1321347840450485,0.6362788488932476,
462,b'\xffG\x00\x00',Flexibility,WeightedEnsemble_L2,0.1367065997965632,0.6106741849478823,
463,b'\xffG\x00\x00',Flexibility,CatBoost,0.14172719966544742,0.5815528149318407,
464,b'\xffG\x00\x00',Flexibility,LightGBM,0.14340633205816863,0.5715788583903789,
465,b'\xbb\n\x00\x00',Total Score,WeightedEnsemble_L2,0.11421867416857656,0.6766642975087809,
466,b'\xbb\n\x00\x00',Total Score,CatBoost,0.11506189941019414,0.6718725901092764,
467,b'\xbb\n\x00\x00',Total Score,LinearModel,0.11517724813204049,0.6712143696341951,
468,b'\xbb\n\x00\x00',Total Score,LightGBM,0.11945783480206705,0.6463214592238427,
469,b'\xbb\n\x00\x00',Fluency,CatBoost,0.0980248033069207,0.7870950984742218,
470,b'\xbb\n\x00\x00',Fluency,LinearModel,0.09894341627365613,0.7830860396225712,
471,b'\xbb\n\x00\x00',Fluency,WeightedEnsemble_L2,0.09894472718210277,0.7830802917671347,
472,b'\xbb\n\x00\x00',Fluency,LightGBM,0.10506159341938541,0.7554308538180511,
473,b'\xbb\n\x00\x00',Originality,WeightedEnsemble_L2,0.180854563001112,0.3727427324149286,
474,b'\xbb\n\x00\x00',Originality,CatBoost,0.18153359484471251,0.36802372239715486,
475,b'\xbb\n\x00\x00',Originality,LightGBM,0.1842991768919466,0.34862130176696415,
476,b'\xbb\n\x00\x00',Originality,LinearModel,0.1847354251155008,0.34553394000286586,
477,b'\xbb\n\x00\x00',Flexibility,WeightedEnsemble_L2,0.1296000212979439,0.6321978109212926,
478,b'\xbb\n\x00\x00',Flexibility,LinearModel,0.13028728446530746,0.6282865904256238,
479,b'\xbb\n\x00\x00',Flexibility,CatBoost,0.13204183656983282,0.6182076021987553,
480,b'\xbb\n\x00\x00',Flexibility,LightGBM,0.13625683352514895,0.5934436504501301,
481,b'\x0e\xe7\x00\x00',Total Score,WeightedEnsemble_L2,0.10328860802782594,0.6992699956001251,
482,b'\x0e\xe7\x00\x00',Total Score,LinearModel,0.10388061330980125,0.6958128097517726,
483,b'\x0e\xe7\x00\x00',Total Score,LightGBM,0.10541783657571577,0.6867434866962098,
484,b'\x0e\xe7\x00\x00',Total Score,CatBoost,0.10670797099115471,0.679029118193818,
485,b'\x0e\xe7\x00\x00',Fluency,WeightedEnsemble_L2,0.09929660909746847,0.7669974405294723,
486,b'\x0e\xe7\x00\x00',Fluency,CatBoost,0.10050660833779657,0.7612842404855762,
487,b'\x0e\xe7\x00\x00',Fluency,LightGBM,0.10108096321375874,0.7585481155675371,
488,b'\x0e\xe7\x00\x00',Fluency,LinearModel,0.10152770305244874,0.7564091462417799,
489,b'\x0e\xe7\x00\x00',Originality,WeightedEnsemble_L2,0.16868844200667626,0.3985230935169216,
490,b'\x0e\xe7\x00\x00',Originality,CatBoost,0.16905417424903063,0.3959121503707851,
491,b'\x0e\xe7\x00\x00',Originality,LinearModel,0.1703405603986754,0.38668378546473725,
492,b'\x0e\xe7\x00\x00',Originality,LightGBM,0.17355174086242978,0.3633419249520691,
493,b'\x0e\xe7\x00\x00',Flexibility,WeightedEnsemble_L2,0.12049476303559659,0.6478559623379817,
494,b'\x0e\xe7\x00\x00',Flexibility,CatBoost,0.12142932155729431,0.6423723138998831,
495,b'\x0e\xe7\x00\x00',Flexibility,LinearModel,0.12298975131916164,0.633121854252076,
496,b'\x0e\xe7\x00\x00',Flexibility,LightGBM,0.12365660948678522,0.6291325957220293,
497,b'\xbd\x00\x01\x00',Total Score,WeightedEnsemble_L2,0.10505353983108513,0.6654353261057762,
498,b'\xbd\x00\x01\x00',Total Score,CatBoost,0.10609705044591582,0.6587557658468888,
499,b'\xbd\x00\x01\x00',Total Score,LinearModel,0.10840889255894037,0.6437224008853387,
500,b'\xbd\x00\x01\x00',Total Score,LightGBM,0.10843411756214964,0.6435565814779816,
501,b'\xbd\x00\x01\x00',Fluency,WeightedEnsemble_L2,0.09338148987093105,0.7838437472244872,
502,b'\xbd\x00\x01\x00',Fluency,CatBoost,0.09501239853523029,0.776227471544037,
503,b'\xbd\x00\x01\x00',Fluency,LightGBM,0.09831391674851436,0.7604058542004307,
504,b'\xbd\x00\x01\x00',Fluency,LinearModel,0.09873467819008605,0.7583506476170456,
505,b'\xbd\x00\x01\x00',Originality,WeightedEnsemble_L2,0.1808451022233978,0.25946085390365303,
506,b'\xbd\x00\x01\x00',Originality,CatBoost,0.18213883878124132,0.24882756092335623,
507,b'\xbd\x00\x01\x00',Originality,LinearModel,0.1824313149431875,0.24641317825649411,
508,b'\xbd\x00\x01\x00',Originality,LightGBM,0.1841999742620652,0.23173040030967618,
509,b'\xbd\x00\x01\x00',Flexibility,WeightedEnsemble_L2,0.12250704139570068,0.6335813965977017,
510,b'\xbd\x00\x01\x00',Flexibility,CatBoost,0.12271355373938214,0.6323449983823705,
511,b'\xbd\x00\x01\x00',Flexibility,LinearModel,0.12593139431134956,0.6128106209439869,
512,b'\xbd\x00\x01\x00',Flexibility,LightGBM,0.1284227020675733,0.5973395090054036,
513,b'\xaeJ\x01\x00',Total Score,WeightedEnsemble_L2,0.11411218745421023,0.6911421171056025,
514,b'\xaeJ\x01\x00',Total Score,LinearModel,0.1151778875452675,0.6853462971177728,
515,b'\xaeJ\x01\x00',Total Score,CatBoost,0.11687228509149533,0.6760203738309636,
516,b'\xaeJ\x01\x00',Total Score,LightGBM,0.1195148332234556,0.6612040199686409,
517,b'\xaeJ\x01\x00',Fluency,LinearModel,0.09965969621707141,0.8050239291548215,
518,b'\xaeJ\x01\x00',Fluency,WeightedEnsemble_L2,0.10093529481682187,0.8000007772214881,
519,b'\xaeJ\x01\x00',Fluency,LightGBM,0.10135333819445644,0.7983406742618314,
520,b'\xaeJ\x01\x00',Fluency,CatBoost,0.10180592653350246,0.7965356535536914,
521,b'\xaeJ\x01\x00',Originality,LinearModel,0.18614454712890047,0.3817343461962601,
522,b'\xaeJ\x01\x00',Originality,WeightedEnsemble_L2,0.18614454712890047,0.3817343461962601,
523,b'\xaeJ\x01\x00',Originality,CatBoost,0.1897903715299439,0.357278488535288,
524,b'\xaeJ\x01\x00',Originality,LightGBM,0.19241874453605054,0.33935334990077437,
525,b'\xaeJ\x01\x00',Flexibility,WeightedEnsemble_L2,0.12845292748674297,0.6366611916874749,
526,b'\xaeJ\x01\x00',Flexibility,LinearModel,0.1294466046708506,0.6310180669917793,
527,b'\xaeJ\x01\x00',Flexibility,LightGBM,0.12966786553606358,0.6297555999543685,
528,b'\xaeJ\x01\x00',Flexibility,CatBoost,0.1297624922868559,0.6292150217925436,
529,b'\xbd\x8b\x00\x00',Total Score,WeightedEnsemble_L2,0.09946685602775249,0.7294998649513812,
530,b'\xbd\x8b\x00\x00',Total Score,CatBoost,0.10154796480644687,0.7180623002230648,
531,b'\xbd\x8b\x00\x00',Total Score,LinearModel,0.10257663948997617,0.7123213456287152,
532,b'\xbd\x8b\x00\x00',Total Score,LightGBM,0.102714091394344,0.7115498547306094,
533,b'\xbd\x8b\x00\x00',Fluency,WeightedEnsemble_L2,0.09106589597173882,0.8056844046420382,
534,b'\xbd\x8b\x00\x00',Fluency,LightGBM,0.09206771077626084,0.8013855612703984,
535,b'\xbd\x8b\x00\x00',Fluency,CatBoost,0.09487918394887948,0.7890701667941755,
536,b'\xbd\x8b\x00\x00',Fluency,LinearModel,0.09565970818950738,0.7855854606666629,
537,b'\xbd\x8b\x00\x00',Originality,CatBoost,0.17710751870653227,0.3790757902193099,
538,b'\xbd\x8b\x00\x00',Originality,WeightedEnsemble_L2,0.17721262269537727,0.3783385998802382,
539,b'\xbd\x8b\x00\x00',Originality,LinearModel,0.17947799093664196,0.36234320062556635,
540,b'\xbd\x8b\x00\x00',Originality,LightGBM,0.1839569876142314,0.3301197488823885,
541,b'\xbd\x8b\x00\x00',Flexibility,LinearModel,0.12027820945073832,0.6525385387986617,
542,b'\xbd\x8b\x00\x00',Flexibility,WeightedEnsemble_L2,0.122901056334108,0.6372194753778189,
543,b'\xbd\x8b\x00\x00',Flexibility,CatBoost,0.12611539056862606,0.617995119428185,
544,b'\xbd\x8b\x00\x00',Flexibility,LightGBM,0.12866275935652918,0.6024072508325781,
545,b'k\x07\x01\x00',Total Score,WeightedEnsemble_L2,0.09631733634280361,0.7577888509331757,
546,b'k\x07\x01\x00',Total Score,LinearModel,0.09744586235046447,0.7520797454120066,
547,b'k\x07\x01\x00',Total Score,CatBoost,0.09939335440966149,0.7420711639927935,
548,b'k\x07\x01\x00',Total Score,LightGBM,0.09963983114761191,0.7407903483168916,
549,b'k\x07\x01\x00',Fluency,WeightedEnsemble_L2,0.09426533544379309,0.8156526405371715,
550,b'k\x07\x01\x00',Fluency,CatBoost,0.09624366043477492,0.8078337341798416,
551,b'k\x07\x01\x00',Fluency,LinearModel,0.09746906775456807,0.8029091279006844,
552,b'k\x07\x01\x00',Fluency,LightGBM,0.09753934388956423,0.8026248166144918,
553,b'k\x07\x01\x00',Originality,WeightedEnsemble_L2,0.15657782613945914,0.43960636463868963,
554,b'k\x07\x01\x00',Originality,LinearModel,0.15742654377586227,0.4335147615983589,
555,b'k\x07\x01\x00',Originality,LightGBM,0.15937963440752914,0.4193715279845658,
556,b'k\x07\x01\x00',Originality,CatBoost,0.16216665820755052,0.39888742928438714,
557,b'k\x07\x01\x00',Flexibility,WeightedEnsemble_L2,0.11325269277811904,0.7115148446670927,
558,b'k\x07\x01\x00',Flexibility,LinearModel,0.113888552313854,0.7082663393098243,
559,b'k\x07\x01\x00',Flexibility,CatBoost,0.1170255241560106,0.6919738507288219,
560,b'k\x07\x01\x00',Flexibility,LightGBM,0.11908391640943629,0.6810426495392197,
561,b'6\xde\x00\x00',Total Score,WeightedEnsemble_L2,0.11124355411723612,0.6820487279454082,
562,b'6\xde\x00\x00',Total Score,CatBoost,0.112265501822659,0.6761801260096123,
563,b'6\xde\x00\x00',Total Score,LinearModel,0.11293132852016959,0.6723276997547794,
564,b'6\xde\x00\x00',Total Score,LightGBM,0.11730403615564254,0.6464614581747291,
565,b'6\xde\x00\x00',Fluency,WeightedEnsemble_L2,0.10803915103716036,0.7384726532415603,
566,b'6\xde\x00\x00',Fluency,CatBoost,0.1105753543861503,0.7260499008656552,
567,b'6\xde\x00\x00',Fluency,LinearModel,0.11129304633784769,0.7224822010085261,
568,b'6\xde\x00\x00',Fluency,LightGBM,0.11285887528068343,0.7146182361384485,
569,b'6\xde\x00\x00',Originality,WeightedEnsemble_L2,0.17035861666093757,0.417779252418888,
570,b'6\xde\x00\x00',Originality,LinearModel,0.17180944754616317,0.40782025240727904,
571,b'6\xde\x00\x00',Originality,CatBoost,0.1722685008763505,0.40465156461861895,
572,b'6\xde\x00\x00',Originality,LightGBM,0.1759969573152961,0.3786020915088282,
573,b'6\xde\x00\x00',Flexibility,CatBoost,0.13452507295040214,0.6045049365957351,
574,b'6\xde\x00\x00',Flexibility,WeightedEnsemble_L2,0.13452507295040214,0.6045049365957351,
575,b'6\xde\x00\x00',Flexibility,LinearModel,0.13579306488495618,0.597014169870731,
576,b'6\xde\x00\x00',Flexibility,LightGBM,0.1391668337775653,0.5767411109243432,
577,b'\xf3\x04\x01\x00',Total Score,LinearModel,0.09809918693434795,0.7683248932985014,
578,b'\xf3\x04\x01\x00',Total Score,WeightedEnsemble_L2,0.09912934085016771,0.7634336371525279,
579,b'\xf3\x04\x01\x00',Total Score,LightGBM,0.10644047897912134,0.7272516095761334,
580,b'\xf3\x04\x01\x00',Total Score,CatBoost,0.1076451385345995,0.7210429138336203,
